category,text
sport,"When I was in London I did all of my runs on the treadmill, which isn't the same as exercising outdoors. One of the IOC's technical staff from Australia ran alongside me one day. We talked about the Sydney Olympics and that made the time go past more quickly. I do find it quite comfortable running in the gym because there is more cushioning. But when you're gearing up to running on the road you need your body to get used to that jarring feeling when your feet hit the pavement. It was good to get out on the road for my long run on Sunday. After the week I'd had I was a bit concerned I wouldn't be able to complete it. But I coped with it very well and, even though it was bitterly cold, I put in 15-and-a-half miles - only another 11 to go then."
sport,"- This year Steve will donate all the proceeds from his London Marathon efforts to victims of the tsunami.Steve will be writing a regular column on the ups and downs of his marathon training for the BBC Sport website.He will be raising money through the Steve Redgrave Trust which supports the Association of Children's Hospices, the Children With Leukaemia charity, and the Trust's own project which aims to provide inner-city schools with rowing equipment."
sport,Johnson uncertain about Euro bid
sport,Jade Johnson is undecided about whether to contest next month's European Indoor Championships in Madrid despite winning the AAAs long jump title on Saturday.
sport,"The 24-year-old delivered a personal best of 6.50m to win the European trials but had to wait until her final jump after four failures. ""I don't want to go if I am not going to get a medal,"" said Johnson. ""I will have to see how I am jumping in the next competition and I'll have to have a conversation with my coach."" Johnson, who finished seventh in last year's Olympic Games, has not competed indoors since 2000. And the Commonwealth and European silver medallist believes her lack of experience in the early part of the season has knocked her confidence. ""It's the stress,"" said Johnson. ""I am not used to feeling this, this early. I am just used to training. ""But if I'm doing this kind of thing, then I will have to see how it goes."" Johnson next competes in the high-class Birmingham Grand Prix on 18 February."
sport,Pavey focuses on indoor success
sport,Jo Pavey will miss January's View From Great Edinburgh International Cross Country to focus on preparing for the European Indoor Championships in March.
sport,"The 31-year-old was third behind Hayley Yelling and Justyna Bak in last week's European Cross Country Championships but she prefers to race on the track. ""It was great winning bronze but I'm wary of injuries and must concentrate on the indoor season,"" she said. ""Because of previous injuries I don't even run up hills in training."" Pavey, who came fifth in the 5,000m at the Athens Olympics, helped the British cross country team win the team silver medal in Heringsdorf last week. She is likely to start her 3,000m season with a race in either Boston or Stuttgart at the end of January."
sport,Gardener wins double in Glasgow
sport,Britain's Jason Gardener enjoyed a double 60m success in Glasgow in his first competitive outing since he won 100m relay gold at the Athens Olympics.
sport,"Gardener cruised home ahead of Scot Nick Smith to win the invitational race at the Norwich Union International. He then recovered from a poor start in the second race to beat Swede Daniel Persson and Italy's Luca Verdecchia. His times of 6.61 and 6.62 seconds were well short of American Maurice Greene's 60m world record of 6.39secs from 1998. ""It's a very hard record to break, but I believe I've trained very well,"" said the world indoor champion, who hopes to get closer to the mark this season. ""It was important to come out and make sure I got maximum points. My last race was the Olympic final and there was a lot of expectation. ""This was just what I needed to sharpen up and get some race fitness. I'm very excited about the next couple of months."""
sport,Double Olympic champion
sport,marked her first appearance on home soil since winning 1500m and 800m gold in Athens with a victory. There was a third success for Britain when
sport,"edged out Russia's Olga Fedorova and Sweden's Jenny Kallur to win the women's 60m race in 7.23secs. Maduaka was unable to repeat the feat in the 200m, finishing down in fourth as"
sport,"took the win for Russia. And the 31-year-old also missed out on a podium place in the 4x200m relay as the British quartet came in fourth, with Russia setting a new world indoor record. There was a setback for Jade Johnson as she suffered a recurrence of her back injury in the long jump. Russia won the meeting with a final total of 63 points, with Britain second on 48 and France one point behind in third."
sport,led the way for Russia by producing a major shock in the high jump as he beat Olympic champion Stefan Holm into second place to end the Swede's 22-event unbeaten record.
sport,"won the triple jump with a leap of 16.87m, with Britain's Tosin Oke fourth in 15.80m."
sport,"won the men's pole vault competition with a clearance of 5.65m, with Britain's Nick Buckfield 51cm adrift of his personal best in third. And"
sport,"won the women's 800m, with Britain's Jenny Meadows third. There was yet another Russian victory in the women's 400m as"
sport,finished well clear of Britain's Catherine Murphy. Chris Lambert had to settle for fourth after fading in the closing stages of the men's 200m race as Sweden's
sport,held off Leslie Djhone of France. France's
sport,"won the men's 400m, with Brett Rund fourth for Britain."
sport,"took victory for Sweden in the women's 60m hurdles ahead of Russia's Irina Shevchenko and Britain's Sarah Claxton, who set a new personal best. Italy grabbed their first victory in the men's 1500m as"
sport,kicked over the last 200 metres to hold off Britain's James Thie and France's Alexis Abraham. A botched changeover in the 4x200m relay cost Britain's men the chance to add further points as France claimed victory.
sport,African double in Edinburgh
sport,World 5000m champion Eliud Kipchoge won the 9.2km race at the View From Great Edinburgh Cross Country.
sport,"The Kenyan, who was second when Newcastle hosted the race last year, was in front from the outset. Ethiopian duo Gebre Gebremariam and Dejene Berhanu made last-gasp efforts to overtake him, but Kipchoge responded and a burst of speed clinched victory. Gavin Thompson was the first Briton in 12th place while Nick McCormick held of his British rivals to win the 4km race. The Morpeth Harrier led from the end of the first lap and ended Mike Skinner and Andrew Baddeley's hopes with a surge in the lasp lap. ""My training has gone so well I wasn't really worried about the opposition asI knew I was in great shape,"" said McCormick, who now hopes to earn a 1,500m place in the British team for the World Championships in Helsinki. In the women's race, Ethiopia's Tirunesh Dibaba won a battle with world cross country champion Benita Johnson to retain her title. Australian Johnson, who shocked her African rivals in Brussels last March, looked to be on course for another win in the 6.2km race. But world 5000m champion Dibaba make a telling strike for the finishing line in the final 20 metres. Britons Kathy Butler and Hayley Yelling were out of contention early on."
sport,Yelling takes Cardiff hat-trick
sport,European cross-country champion Hayley Yelling completed a hat-trick of wins in the Reebok Cardiff Cross Challenge in Bute Park on Sunday afternoon.
sport,"The part-time maths teacher beat Irish international Jolene Byrne by 40 metres in the six-kilometre race. Another Great Britain international, Louise Damen, finished third as part of the contingent representing England. Peter Riley, who secured bronze for the GB men's team at last month's European Championships, won the men's 9km race. Riley, representing England, moved away over the last two kilometres to win by 25 metres from Ireland's Gary Murray. Glynn Tromans - the reigning UK Inter-Countries and England Cross-Country champion - came in third place as he continues his comeback from a five-month injury lay-off."
sport,Butler strikes gold in Spain
sport,Britain's Kathy Butler continued her impressive year with victory in Sunday's 25th Cross Internacional de Venta de Banos in Spain.
sport,"The Scot, who led GB to World Cross Country bronze earlier this year, moved away from the field with Ines Monteiro halfway into the 6.6km race. She then shrugged off her Portuguese rival to win in 20 minutes 38 seconds. Meanwhile, Briton Karl Keska battled bravely to finish seventh in the men's 10.6km race in a time of 31:41. Kenenisa Bekele of Ethiopia - the reigning world long and short course champion - was never troubled by any of the opposition, winning leisurely in 30.26. Butler said of her success: ""I felt great throughout the race and hope this is a good beginning for a marvellous 2005 season for me."" Elsewhere, Abebe Dinkessa of Ethiopia won the Brussels IAAF cross-country race on Sunday, completing the 10,500m course in 33.22. Gelete Burka then crowned a great day for Ethiopia by claiming victory in the women's race."
sport,Wada will appeal against ruling
sport,"The World Anti-Doping Agency (Wada) will appeal against the acquittal of Kostas Kenteris and Katerina Thanou on doping charges, if the IAAF does not."
sport,"The pair were cleared of charges relating to missing dope tests by the Greek Athletics Federation last week. Wada chairman Dick Pound said: ""I am convinced the IAAF will appeal against the decision, and we will support them. ""But if they accept the federation's ruling we will go before the Court of Arbitration for Sport,"" he added. Kenteris's lawyer, Gregory Ioannidis, reacted angrily to Pound's comments. ""Comments like these only help to embarrass the sporting governing bodies, create a hostage situation for the IAAF and strengthen our case further,"" he told BBC Sport. Kenteris, 31, and Thanou, 30, had been charged with avoiding drugs tests in Tel Aviv, Chicago and Athens and failing to notify anti-doping officials of their whereabouts before the Olympics. They withdrew from the Athens Games after missing a drugs test at the Olympic village on 12 August."
sport,But an independent tribunal ruled that the duo had not been informed that they needed to attend a drugs test in Athens.
sport,"However, their former coach Christos Tzekos was banned for four years by the tribunal. Kenteris and Thanou still have to face trial on charges brought separately by Greek prosecutors of missing the drugs tests and faking a motorcycle accident to avoid testing at the Athens Games."
sport,Greek sprinters 'won't run again'
sport,"The careers of sprinters Kostas Kenteris and Katerina Thanou are over, says the boss of the organisation that cleared them of missing a drugs test."
sport,"Greek Athletics Federation boss Vassilli Sevastis told the country's parliament: ""I believe Kenteris and Thanou won't race again. ""The damage to their commercial interests has been done,"" he added. Athletics bosses are considering its reponse to the ruling, while the athletes face a trial in a Greek court. Greek prosecutors have brought spearate charges of missing the drugs test and faking a motorcycle accident. Speaking to the Greek Parliament on Tuesday, Sevastis said that the evidence sent by the International Olympic Committee and athletics governing body the IAAF was not strong enough for the Greek Association to find the sprinters guilty."
sport,"""We were given the task of getting the snake out if its hole but we were not given any evidence to do it with,"" he said. ""So how can you as a Greek with your hand on your heart try the athletes?"" he added. The athletes are technically free to compete while the IAAF reviews its response to the decision to clear Kenteris and Thanou. But Sevastis said: ""It does not matter if they are found guilty at the Court of Arbitration for Sport and the current decision is reversed."""
sport,IAAF will contest Greek decision
sport,The International Association of Athletics Federations will appeal against the acquittal of Greek athletes Kostas Kenteris and Katerina Thanou.
sport,"The high-profile duo were cleared of doping offences by the Greek Athletics Federation (Segas) last month. Now the IAAF will lodge an appeal with the Court of Arbitration for Sport (CAS) and has suspended both athletes. An IAAF statement said: ""The Doping Review Board concluded that the decision is erroneous."" The statement continued: ""Both athletes' cases will be refered to arbitration before the CAS. The decision in both cases will be final and binding."""
sport,"Segas said the IAAF appeal was ""expected"" and ""understandable."" ""Now we are going to await the final result, which we cannot prejudge,"" said Segas chairman Vassilis Sevastis. Kenteris, who won Olympic 200m gold at the 2000 Olympics, and Thanou were suspended by the IAAF last December after failing to take routine drugs tests before the Athens Games. However, the independent tribunal overturned those bans, clearing the sprinters of avoiding tests in Tel Aviv, Chicago and Athens and failing to notify anti-doping officials of their whereabouts before the Olympics."
sport,"Kenteris' lawyer Gregory Ioannidis described the IAAF's decision as ""not unexpected"" but told BBC Sport he did not expect the organisation to take action so quickly. ""The IAAF's timing is extremely surprising and it creates concerns and questions,"" said Ioannidis. ""The IAAF has not yet received the complete file of proceedings which include statements, testimonies, the closing speeches of defence counsel... and nine audio tapes."
sport,"""We have the evidence and it is time the world discovered the truth."" Kenteris and Thanou dramatically withdrew from last summer's Olympics after missing a drugs test at the Olympic Village on 12 August. The pair then spent four days in a hospital, claiming they had been injured in a motorcycle crash. It was the International Olympic Committee who demanded the IAAF investigate the affair. Thanou and Kenteris still face a criminal trial later this year for allegedly avoiding the test and then faking a motorcycle accident"
sport,Greek duo cleared in doping case
sport,Sprinters Kostas Kenteris and Katerina Thanou have been cleared of doping offences by an independent tribunal.
sport,"The duo had been provisionally suspended by the IAAF for allegedly missing three drugs tests, including one on the eve of the Athens Olympics. But the Greek Athletics Federation tribunal has overturned the bans - a decision which the IAAF can now contest at the Court of Arbitration for Sport. The pair's former coach, Christos Tzekos, has been banned for four years. Kenteris, 31, and Thanou, 30, had been charged with avoiding drug tests in Tel Aviv, Chicago and Athens and failing to notify anti-doping officials of their whereabouts before the Olympics. They withdrew from the Olympics after missing a drugs test at the Olympic Village on 12 August."
sport,"The pair then spent four days in a hospital, claiming they had been injured in a motorcycle crash. It was the International Olympic Committee's demand that the IAAF investigate the affair that led to the hearing of the Greek tribunal. The head of that tribunal, Kostas Panagopoulos, said it had not been proven that the athletes refused to take the test in Athens. ""The charge cannot be substantiated,"" he said. ""In no way was he (Kenteris) informed to appear for a doping test. The same goes for Thanou."" Kenteris's lawyer, Gregory Ioannidis, said: ""The decision means Mr Kenteris has been exonerated of highly damaging and unfounded charges which have been extremely harmful for his career."
sport,"""He has consistently maintained his innocence and this was substantiated by further evidence we were able to submit to the tribunal following its deliberations in January. ""This evidence shows Mr Kenteris was never asked to submit to a test by the International Olympic Committee so he could not possibly have been guilty of deliberately avoiding one. It shows he has no case to answer. ""Mr Kenteris should now be given the opportunity he deserves to rebuild his career in the full knowledge that there is no stain on his character. ""He has suffered greatly throughout this ordeal that has exposed both himself and his family to enormous pressures."" But the IAAF said it was ""very surprised"" by the verdict. Spokesman Nick Davies said: ""We note the decision of the Greek authorities with interest. ""Our doping review board will now consider the English version of the decision."""
sport,Johnson too strong for GB runners
sport,"Britain's Kathy Butler and Hayley Yelling were no match for Benita Johnson in the 51st Cross International Zornotza in Amorebieta, Spain."
sport,"Butler and Yelling finished fourth and fifth as Australian world champion Johnson romped to a five-second victory in the 6km race ahead of Edith Masai. Masai's fellow Kenyan Alice Timbilil finished third. Johnson said: ""I ran comfortably for the first 3km and then I tried to leave the others but it wasn't an easy task."" Butler clocked a time of 22 minutes 45 seconds - 22secs behind the winner but four ahead of Yelling, who last month succeeded Paula Radcliffe as European champion. Johnson, will be one of the star attractions at the Great EdinburghInternational Cross Country on 15 January."
sport,Holmes starts 2005 with GB events
sport,Kelly Holmes will start 2005 with a series of races in Britain.
sport,"Holmes will make her first track appearance on home soil since winning double Olympic gold in January's Norwich Union International in Glasgow. She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month. ""I am still competitive and still want to win,"" she said. ""I'm an athlete and I can't wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy."
sport,Tulu to appear at Caledonian run
sport,"Two-time Olympic 10,000 metres champion Derartu Tulu has confirmed she will take part in the BUPA Great Caledonian Run in Edinburgh on 8 May."
sport,"The 32-year-old Ethiopian is the first star name to enter the event. Tulu has won the Boston, London and Tokyo Marathons, as well as the world 10,000m title in 2001. ""We are delighted to have secured the services of one the most decorated competitors the sport has ever seen,"" said race director Matthew Turnbull. ""Her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with Tulu's,"" he added. ""She might be 33 next month, but that didn't stop her winning the Olympic 10,000m bronze medal last summer. She's an ultra-consistent championships racer."""
sport,Disappointed Scott in solid start
sport,Allan Scott is confident of winning a medal at next week's European Indoor Championships after a solid debut on the international circuit.
sport,"The 22-year-old Scot finished fourth in the 60m hurdles at the Jose M Cagigal Memorial meeting in Madrid. ""It was definitely a learning curve and I certainly haven't ruled out challenging for a medal next week,"" said the East Kilbride athlete. The race was won by Felipe Vivancos, who equalled the Spanish record."
sport,"Sweden's Robert Kronberg was second, with Haiti's Dudley Dorival in third. Scott was slightly disappointed with his run in the final. He won his heat in 7.64secs but ran 0.04secs slower in his first IAAF Indoor Grand Prix circuit final. ""I should have done better than that,"" he said. ""I felt I could have won it. I got a poor start - but I still felt I should have ran faster."" Vivancos slashed his personal best to equal the Spanish record with a time of 7.60secs while Kronberg and Dorival clocked 7.62secs and 7.63secs respectively."
sport,GB quartet get cross country call
sport,Four British athletes have been pre-selected to compete at the World Cross Country Championships in March after impressive starts to the season.
sport,"Hayley Yelling, Jo Pavey, Karl Keska and Adam Hickey will represent Team GB at the event in France. Yelling clinched the women's European cross country title last month and Pavey followed up with bronze. Keska helped the men's team to overall third place while Hickey finished in 10th place on his junior debut. ""Winning the European cross country title meant so much to me,"" said Yelling. ""And being pre-selected for the Worlds means that I can focus on preparing in the best way possible."" The 32-year-old will race alongside Olympic 5,000m finalist Pavey in the women's 8km race on 19 March. Keska, who has made a successful return from a long-term injury lay-off, contests the men's 12km race on 20 March, while 16-year-old Hickey goes in the junior men's 8km on the same day. The rest of the team will be named after the trials at Wollaton Park in Nottingham, which take place on 5 March."
sport,Jones files lawsuit against Conte
sport,Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his allegations that he gave her performance-enhancing drugs.
sport,"The Sydney Olympic gold medallist says Conte damaged her reputation and she is seeking $25m (£13m) in the suit. Conte, whose company is at the centre of a doping investigation, made the claims in a US television programme. He and three others were indicted in February by a federal grand jury for a variety of alleged offences. In an email to the Associated Press on Wednesday, Conte said: ""I stand by everything I said"". Jones won three gold medals and two bronzes in Sydney in 2000. Her lawsuit, filed in the US District Court in San Francisco, said the sprinter had passed a lie detector test and that she ""has never taken banned performance-enhancing drugs"". Conte's statements, the suit added, were ""false and malicious"". After the ABC television program earlier this month, Jones' lawyer Richard Nicholls said: ""Marion has steadfastly maintained her position throughout: she has never, ever used performance-enhancing drugs. ""Victor Conte is a man facing a 42-count federal indictment, while Marion Jones is one of America's most decorated female athletes. Mr Conte's statements have been wildly contradictory. ""Mr Conte chose to make unsubstantiated allegations on television, while Marion Jones demanded to take and then passed a lie detector examination."
sport,"""Mr Conte is simply not credible. We challenge him to submit to the same lie detector procedure that Marion Jones passed."" The sport's ruling body, the IAAF, is taking a cautious approach to Conte's allegations but contacted the US Anti-Doping Agency. Communications director Nick Davies said the IAAF would seek to contact Conte ""for further information"". But Davies stressed it would be up to the American authorities to decide whether they will take action against Jones in light of Conte's television interview and the world governing body would monitor the situation closely. ""If it is felt there is case to answer, it would be for its national governing body (USA Track and Field) to take the appropriate disciplinary action,"" he added. ""The US Anti-Doping Agency has proved itself to be very diligent in its anti-doping war. ""And I am sure, like ourselves, they will be watching the television programme with great interest."" Jones, who is under investigation for steroid use by the US Anti-Doping Agency, has continually denied ever taking illegal substances since being investigated in the Balco scandal, although she praised a zinc supplement Conte marketed. Jones, who did not win any medals in Athens in August, has never failed a drugs test. Meanwhile, Conte, who has been charged along with three other men of distributing illegal steroids and money laundering, is due to face trial in March."
sport,Thanou desperate to make return
sport,Greek sprinter Katerina Thanou says she is eager to compete again after being cleared of missing a drugs test by an independent Greek tribunal.
sport,"Thanou, 30, was provisionally suspended for missing a test before the Olympics, but the decision was overturned. ""The IAAF will decide if we can compete again in Greece and abroad,"" Thanou told To Vima newspaper in her first interview since the Athens Olympics. ""If given the green light I will run again - that's the only thing I want."" Thanou, 30, and her compatriot Kostas Kenteris were provisionally suspended by the IAAF in December for missing three drugs tests. The third was alleged to have been on the eve of the opening ceremony of the Athens Olympics."
sport,"But an independent tribunal of the Greek Athletics Federation overturned the provisional ban on 18 March. The IAAF - which said it was ""very surprised"" by the decision of the Greek tribunal - is deciding whether to appeal against the decision at the Court of Arbitration for Sport. However, Dick Pound, the chairman of the World Anti-Doping Authority, has said he will appeal against the decision if the IAAF does not. And Thanou and Kenteris face a criminal trial later this year for allegedly avoiding the test and then faking a motorcycle accident. Thanou said: ""I can see how people can think the accident seemed like a childish excuse. ""I cannot deny that we made a lot of mistakes during that time. I always said we needed a PR person. ""An athlete would have to be very stupid to take illegal substances when he or she knows that they will undergo tests at any given moment. ""I am a champion. I cannot risk everything I've achieved in such a silly way."""
sport,Relay squad thrilled with honours
sport,Jason Gardener says being made an MBE in the New Year Honours List underlines the achievement of Great Britain's 4x100m relay squad at the Olympics.
sport,"Gardener, Darren Campbell, Marlon Devonish and Mark Lewis-Francis have all been awarded MBEs after beating pre-race favourites USA to gold. ""I think this award reinforces what we did on that fantastic night,"" he said. ""This recognition is really inspiring and makes me want to have more success,"" said Lewis-Francis. The British sprint quartet produced a string of faultless baton changes in the final to put pressure on the Americans."
sport,"And when the USA stumbled with a poor switch between Justin Gatlin and Coby Miller at the 300m stage, Britain edged ahead going into the final bend. Then, on cue, Lewis-Francis ran a textbook final leg, holding off Maurice Greene to bring Team GB home in 38.07 seconds - just one hundredth of a second ahead of their rivals. ""Winning the gold medal was the highlight of my athletics career so far,"" said the Birchfield Harrier. ""This award is not just for me, but for all my friends, family and the people who have helped me to get to this level in my sport."" Gardener added: ""All of us had worked very hard for a long, long time to carry off what most believed was an impossible task. ""Of course this award is very special, but for me nothing will ever take away winning an Olympic gold medal. It's all I ever wanted. ""All my life that is what I dreamed of doing. Life since then has been fantastic."" Campbell agreed receiving the honour capped off what has been a difficult year for the sprinter. ""I think the MBE is important because the people closest to me know my journey,"" said the Newport-based athlete. ""I've not just stumbled upon this. ""It gives me a lot of joy and satisfaction to know the stuff you do for your country does mean something."""
sport,"- There was also recognition for James Clarke, chairman of the London Marathon. He becomes an OBE."
sport,Balco case trial date pushed back
sport,The trial date for the Bay Area Laboratory Cooperative (Balco) steroid distribution case has been postponed.
sport,"US judge Susan Illston pushed back a preliminary evidentiary hearing - which was due to take place on Wednesday - until 6 June. No official trial date has been set but it is expected to begin in September. Balco founder Victor Conte along with James Valente, coach Remy Korchemny and trainer Greg Anderson are charged with distributing steroids to athletes."
sport,"Anderson's clients include Barry Bonds, and several other baseball stars have been asked to appear before a congressional inquiry into steroid use in the major leagues. The Balco defence team have already lost their appeal to have the case dismissed at a pre-trial hearing in San Francisco but will still argue the case should not go to trial. The hearing in June will focus on the admissibility of evidence gathered during police raids on Balco's offices and Anderson's home. Conte and Anderson were not arrested at that point but federal agents did obtain statements from them. The defence are expected to challenge the legality of those interviews and if Ilston agrees she could could reject all the evidence from the raids. Balco has been accused by the United States Anti-Doping Agency (USADA) of being the source of the banned steroid THG and modafinil."
sport,Former double world champion Kelli White and Olympic relay star Alvin Harrison have both been banned on the basis of materials discovered during the Balco investigation. Britain's former European 100m champion Dwain Chambers is currently serving a two-year ban after testing positive for THG in an out-of-competition test in 2003. And American sprinter Marion Jones has filed a lawsuit for defamation against Conte following his allegations that he gave her performance-enhancing drugs.
sport,Collins calls for Chambers return
sport,World 100m champion Kim Collins says suspended sprinter Dwain Chambers should be allowed to compete in the Olympics again.
sport,"Chambers was banned for two years after testing positive for the anabolic steroid THG and his suspension runs out in November this year. But Collins says the British Olympic Association should reverse the decision to ban him from the Olympics for life. ""It was too harsh,"" Collins told Radio Five Live. ""They should reconsider."" Chambers has been in America learning American football but has not ruled out a return to the track. Collins added: ""He is a great guy and I have never had any problems with him. We are friends. ""I would like to see Dwain come back and compete again. He is a good person. ""Even though he made a mistake he understands what he did and should be given a chance once more."""
sport,Costin aims for comeback in 2006
sport,Jamie Costin should be paralysed.
sport,"He says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk. There is an ironic chuckle as he talks of his immediate thoughts after a lorry, driving on the wrong side of the road, had ploughed into his rental car. ""I was in a lot of pain and I guessed that one of my toes was broken,"" says the Waterford man. ""But I was thinking maybe with a cortisone injection you never know. ""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I'd be able to race."" It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics. ""My back had been broken in two places and with one of my vertebrae, the bottom part had exploded so I'm fierce lucky not be paralysed. ""I'd fractured my big toe as well which was on the brake."" Jamie didn't finally arrive at hospital in Athens until some nine and a half hours after the accident."
sport,"""For the first nine hours, I had no pain killers which was ridiculous in 35 degrees heat. ""But once I got the scans and saw them it was a case of moving on and thinking:'OK, I've got a different set of circumstances now'."" Within three days he was arriving back in Ireland by air ambulance. Doctors in Athens had wanted to operate on Jamie's back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about. ""The Greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae. ""That would have fused all my lower back and I would never have been able to race again. They were really putting a lot of pressure on me to agree to the surgery. ""But when I got to the Mater in Dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me. The people at the Mater have been absolutely fantastic."" Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back."
sport,"He then progressed to crutches for six weeks until he was finally able to walk unaided on 10 January. ""Walking without the crutches seemed like something finally really measurable in terms of my recovery."" Physio sessions with Johnston McEvoy in Limerick have been a vital part of his recovery. ""Johnston uses an advanced type of acupuncture and it's very effective. ""Needles get put right close up to my spine. A two and a half inch needle went in yesterday and I'm fairly incapacitated today as a result."" Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years. ""I was there for over a fortnight earlier this month and underwent a fair extreme treatment called cryotherapy. ""Basically, there's a small room which is cooled by liquid nitrogen to minus 160 degrees centigrade and it promotes deep healing."""
sport,"Jamie heads to Poland again on Sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work. All these sessions are small steps on the way to what Jamie hopes will be a return to racing in 2006. ""It's all about trying to get mobility in my back. Lying down for three and a half months didn't really help with the strength. ""There's a lot of work involved in my recovery. I'm doing about six hours a day between physio and pool work. ""I'm also going to the gym to lift very light weights to try and build up my muscles. I'm fairly full on with everything I do. ""I'd hope to be training regularly by March. But training is just part of the process of getting back. ""At the moment, every time I go and do a big bit of movement, my whole pelvic area all down my lower back just tightens up. ""It's a case of waiting and seeing how it reacts. Hopefully, after four or five months my back won't tighten up as much."""
sport,Lewis-Francis turns to Christie
sport,Mark Lewis-Francis has stepped up his preparations for the new season by taking advice from British sprint icon Linford Christie.
sport,"The 22-year-old is set to compete at Sheffield this weekend and will then take on Maurice Greene and Kim Collins in Birmingham on 18 February. ""Training in Wales and getting advice from Linford Christie is broadening my mind,"" said Lewis-Francis. The sprinter has also shed weight since winning relay gold at the Athens Games. ""Last year I was 91kg, now I am 86.9kg - hopefully my times will come down,"" he said. ""This has been brought about by eating the right foods and cutting out the snacks. It is just discipline and being more focused about what I am doing."
sport,"""I am still keeping up my weights work and I can see the improvement in my running."" Despite playing his part in Britain's successful 4x100m relay team, Lewis-Francis still feels the frustration of missing out on the individual 100m final at the 2004 Olympics. ""That was heartbreaking, but I had made it to the semi-final and for me, on a personal level, that was an achievement. ""I just have to be patient and build up for the next Olympics. That is my goal and whatever I do between now and then will be geared to making the final."""
sport,Man Utd stroll to Cup win
sport,Wayne Rooney made a winning return to Everton as Manchester United cruised into the FA Cup quarter-finals.
sport,"Rooney received a hostile reception, but goals in each half from Quinton Fortune and Cristiano Ronaldo silenced the jeers at Goodison Park. Fortune headed home after 23 minutes before Ronaldo scored when Nigel Martyn parried Paul Scholes' free-kick. Marcus Bent missed Everton's best chance when Roy Carroll, who was later struck by a missile, saved at his feet."
sport,"Rooney's return was always going to be a potential flashpoint, and he was involved in an angry exchange with a spectator even before kick-off. And Rooney's every touch was met with a deafening chorus of jeers from the crowd that once idolised the 19-year-old. Everton started brightly and Fortune needed to be alert to scramble away a header from Bent near the goal-line. But that was the cue for United to take complete control with a supreme passing display on a Goodison Park pitch that was cutting up. Fortune gave United the lead after 23 minutes, rising to meet Ronaldo's cross from eight yards after the Portuguese youngster had been allowed too much time and space by the hapless Gary Naysmith. United dominated without creating too many clear-cut chances, and they almost paid the price for not making the most of their domination two minutes before half-time. Mikel Arteta played a superb ball into the area but Bent, played onside by Gabriel Heintze, hesitated and Carroll plunged at his fee to save. United almost doubled their lead after 48 minutes when Ronaldo's low drive from 25 yards took a deflection off Tony Hibbert, but Martyn dived to save brilliantly. And Martyn came to Everton's rescue three minutes later when Rooney's big moment almost arrived as he raced clean through, but once again the veteran keeper was in outstanding form. But there was nothing Martyn could do when United doubled their lead after 57 minutes as they doubled their advantage. Scholes' free-kick took a deflection, and Martyn could only parry the ball out for Ronaldo, who reacted first to score easily. Everton's problems worsened when James McFadden limped off with an injury. And there may be further trouble ahead for Everton after goalkeeper Carroll required treatment after he was struck on the head by a missile thrown from behind the goal. Rooney's desperate search for a goal on his return to Everton was halted again by Martyn in injury-time when he outpaced Stubbs, but once again Martyn denied the England striker."
sport,"- Manchester United coach Sir Alex Ferguson: ""It was a fantastic performance by us. In fairness I think Everton have missed a couple of players and got some young players out. ""The boy Ronaldo is a fantastic player. He's persistent and never gives in. ""I don't know how many fouls he had He gets up and wants the ball again, he's truly a fabulous player."" Everton: Martyn, Hibbert, Yobo, Stubbs, Naysmith, Osman, Carsley, Arteta, Kilbane, McFadden, Bent. Subs: Wright, Pistone, Weir, Plessis, Vaughan. Manchester United: Carroll, Gary Neville, Brown, Ferdinand, Heinze, Ronaldo, Phil Neville, Keane, Scholes, Fortune, Rooney. Subs: Howard, Giggs, Smith, Miller, Spector. Referee: R Styles (Hampshire)"
sport,Van Nistelrooy set to return
sport,Manchester United striker Ruud van Nistelrooy may make his comeback after an Achilles tendon injury in the FA Cup fifth round tie at Everton on Saturday.
